1	0.7943282347242815	0.6309573444801932	0.5011872336272722	0.3981071705534972	0.31622776601683794	0.251188643150958	0.19952623149688797	0.15848931924611134	0.12589254117941673	0.1	0.07943282347242814	0.0630957344480193	0.05011872336272722	0.03981071705534971	0.0316227766016838	0.025118864315095794	0.019952623149688785	0.015848931924611134	0.012589254117941668	0.01	0.007943282347242814	0.00630957344480193	0.005011872336272719	0.003981071705534969	0.003162277660168376	0.002511886431509577	0.0019952623149688768	0.0015848931924611108	0.0012589254117941649	0.0009999999999999979	0.0007943282347242797	0.0006309573444801917	0.0005011872336272709	0.0003981071705534961	0.00031622776601683696	0.0002511886431509572	0.00019952623149688728	0.00015848931924611077	0.00012589254117941623	9.999999999999958e-05	7.94328234724279e-05	6.309573444801917e-05	5.011872336272715e-05	3.9810717055349695e-05	3.9810717055349695e-05
0	0.17	0.0982	0.0694	0.0892	0.0818	0.0858	0.1041	0.1417	0.2336	0.2116	0.2591	0.455	0.4214	0.531	0.6502	0.8355	0.9087	0.9486	0.9242	0.9539	0.9633	0.9344	0.9734	0.9814	0.9764	0.9738	0.9759	0.9777	0.981	0.9804	0.9825	0.9796	0.9813	0.9827	0.982	0.9825	0.9828	0.9828	0.9806	0.982	0.9829	0.9825	0.9828	0.9828	0.9827	0.9826
1	0.17	0.0616	0.0326	0.0892	0.1032	0.1193	0.101	0.1229	0.1163	0.3031	0.2214	0.3216	0.4689	0.6035	0.6517	0.9116	0.6428	0.8815	0.9527	0.941	0.9754	0.9723	0.9668	0.9773	0.976	0.9777	0.9808	0.9798	0.9812	0.9768	0.9822	0.9807	0.9807	0.9821	0.9824	0.982	0.9823	0.9825	0.983	0.9823	0.9823	0.9822	0.9831	0.9827	0.983	0.9829
2	0.1701	0.1014	0.1555	0.101	0.0851	0.0983	0.0982	0.117	0.1062	0.1696	0.4124	0.5553	0.3755	0.6611	0.7869	0.8689	0.8349	0.9558	0.9048	0.9437	0.9754	0.975	0.9751	0.968	0.9799	0.9782	0.9802	0.9772	0.9772	0.9811	0.9823	0.9792	0.9809	0.982	0.9827	0.9825	0.9818	0.983	0.9821	0.9831	0.9826	0.9829	0.9828	0.9829	0.9824	0.9828
3	0.1699	0.035	0.1029	0.0961	0.1075	0.0892	0.0884	0.0869	0.2395	0.2623	0.3182	0.1033	0.5448	0.5213	0.5746	0.9362	0.8191	0.9302	0.9563	0.9242	0.9726	0.9702	0.9692	0.9702	0.9695	0.9762	0.982	0.9795	0.9821	0.9822	0.9803	0.9822	0.9811	0.9822	0.9823	0.9824	0.9828	0.9823	0.9824	0.9826	0.9831	0.9824	0.9827	0.9825	0.9825	0.9828
4	0.1697	0.0835	0.1103	0.1019	0.0858	0.0907	0.0996	0.1214	0.2306	0.1869	0.1036	0.1188	0.5564	0.6322	0.6699	0.9111	0.8583	0.8819	0.9045	0.9199	0.9535	0.9731	0.9723	0.9699	0.9753	0.9809	0.9784	0.9789	0.9804	0.9825	0.9794	0.9794	0.9823	0.9817	0.9822	0.9827	0.9818	0.9814	0.9822	0.9825	0.9824	0.9828	0.9826	0.9828	0.9827	0.9826
5	0.1696	0.1135	0.113	0.0957	0.1336	0.1009	0.0932	0.1825	0.2309	0.1441	0.1766	0.4679	0.4334	0.4104	0.5452	0.7775	0.6768	0.8458	0.9126	0.9316	0.9651	0.9699	0.9729	0.9718	0.9776	0.9727	0.9803	0.979	0.9824	0.9818	0.9816	0.9817	0.9815	0.9814	0.9824	0.9829	0.9827	0.9826	0.9822	0.9826	0.9827	0.9829	0.9826	0.9826	0.9827	0.983
6	0.1688	0.0824	0.0862	0.1315	0.0916	0.0727	0.0999	0.1852	0.1837	0.2451	0.2449	0.3323	0.6508	0.5815	0.8018	0.7395	0.8632	0.9258	0.9299	0.9675	0.9694	0.9718	0.9725	0.9772	0.9659	0.9808	0.9816	0.9819	0.9809	0.9811	0.9804	0.9826	0.9824	0.981	0.9827	0.9791	0.9825	0.9821	0.9828	0.9822	0.9813	0.983	0.9825	0.9824	0.9824	0.9826
7	0.1704	0.0617	0.081	0.1008	0.0674	0.098	0.098	0.1028	0.1532	0.1286	0.1529	0.3237	0.3126	0.7532	0.6945	0.9142	0.8968	0.908	0.9195	0.9268	0.9688	0.9699	0.9587	0.9672	0.9733	0.9759	0.979	0.9774	0.976	0.983	0.9808	0.982	0.9823	0.9812	0.9822	0.9813	0.9828	0.9822	0.9826	0.979	0.9828	0.9827	0.9826	0.9824	0.983	0.9825
8	0.1688	0.169	0.1027	0.0743	0.098	0.1032	0.1009	0.0891	0.1837	0.1741	0.5	0.3118	0.6124	0.7132	0.7404	0.8686	0.9354	0.8742	0.9418	0.9611	0.967	0.9711	0.9631	0.9704	0.9805	0.979	0.9781	0.982	0.9799	0.9831	0.9816	0.9806	0.9822	0.9817	0.9819	0.9822	0.9822	0.9825	0.9801	0.9823	0.9829	0.9828	0.9824	0.9825	0.9829	0.9824
9	0.1678	0.1464	0.0892	0.0998	0.0736	0.1443	0.1217	0.1763	0.2322	0.2437	0.4505	0.3188	0.4785	0.4583	0.6871	0.7782	0.9046	0.896	0.9488	0.9621	0.9123	0.9627	0.9697	0.9768	0.9788	0.9806	0.9674	0.9785	0.9801	0.9803	0.9817	0.9818	0.9818	0.9821	0.9815	0.9821	0.9825	0.9831	0.9822	0.9825	0.9828	0.9825	0.9825	0.9824	0.9829	0.9829
10	0.1379	0.0819	0.1009	0.1045	0.0892	0.1028	0.1405	0.1305	0.1556	0.2484	0.1915	0.442	0.4524	0.7483	0.5582	0.8272	0.848	0.9625	0.929	0.9339	0.9674	0.9596	0.9728	0.9746	0.9668	0.9765	0.9775	0.9796	0.9804	0.9812	0.9817	0.9817	0.9829	0.9823	0.9812	0.9817	0.9823	0.9824	0.9824	0.9817	0.9825	0.9827	0.9822	0.9816	0.9824	0.9823
11	0.1475	0.0839	0.1957	0.087	0.1134	0.085	0.098	0.0882	0.1642	0.2782	0.3776	0.1204	0.4406	0.7767	0.5315	0.8521	0.8516	0.8467	0.9136	0.9618	0.968	0.9611	0.9781	0.9533	0.9779	0.9775	0.9805	0.9797	0.9713	0.9817	0.9826	0.9809	0.9815	0.9822	0.9827	0.9827	0.9832	0.9825	0.9823	0.9826	0.9825	0.9829	0.983	0.9824	0.9827	0.9828
12	0.1188	0.0444	0.098	0.1135	0.1059	0.0952	0.1048	0.1534	0.1178	0.3626	0.3329	0.3422	0.4786	0.7162	0.7285	0.7863	0.9219	0.9461	0.8796	0.9675	0.9728	0.9773	0.9557	0.968	0.975	0.9769	0.9799	0.9789	0.9781	0.9819	0.9819	0.9822	0.9829	0.9823	0.9831	0.9823	0.9815	0.9818	0.9828	0.9826	0.9826	0.9827	0.9817	0.9826	0.983	0.9828
13	0.0842	0.0475	0.0892	0.0345	0.0977	0.0928	0.1591	0.0892	0.1605	0.3087	0.4398	0.4455	0.5764	0.7195	0.9211	0.9046	0.9537	0.8659	0.9647	0.9654	0.9686	0.9682	0.975	0.9755	0.9737	0.976	0.9786	0.9795	0.9827	0.9806	0.9786	0.98	0.974	0.9817	0.982	0.9826	0.9823	0.9829	0.9829	0.9827	0.9826	0.9823	0.9825	0.982	0.9829	0.9825
14	0.1263	0.1013	0.1278	0.0982	0.0974	0.1159	0.1193	0.0892	0.1269	0.193	0.2031	0.4087	0.5829	0.7964	0.8148	0.9332	0.8012	0.9272	0.9545	0.9641	0.9765	0.9054	0.9768	0.9795	0.9743	0.9761	0.9723	0.9806	0.9789	0.9814	0.98	0.9825	0.9804	0.9814	0.9821	0.9822	0.9822	0.9808	0.9825	0.9821	0.9828	0.9827	0.9826	0.9826	0.9826	0.9829
15	0.3277	0.4026	0.4102	0.488	0.4087	0.812	0.8366	0.7898	0.8608	0.8594	0.9498	0.9349	0.9638	0.9529	0.9248	0.9743	0.9757	0.979	0.9772	0.9736	0.9801	0.9769	0.9773	0.9823	0.9817	0.9805	0.9811	0.9828	0.9815	0.9822	0.981	0.9824	0.9824	0.9825	0.9821	0.9802	0.9822	0.9822	0.9827	0.9826	0.9828	0.9825	0.9826	0.9827	0.9823	0.9827
