1	0.7943282347242815	0.6309573444801932	0.5011872336272722	0.3981071705534972	0.31622776601683794	0.251188643150958	0.19952623149688797	0.15848931924611134	0.12589254117941673	0.1	0.07943282347242814	0.0630957344480193	0.05011872336272722	0.03981071705534971	0.0316227766016838	0.025118864315095794	0.019952623149688785	0.015848931924611134	0.012589254117941668	0.01	0.007943282347242814	0.00630957344480193	0.005011872336272719	0.003981071705534969	0.003162277660168376	0.002511886431509577	0.0019952623149688768	0.0015848931924611108	0.0012589254117941649	0.0009999999999999979	0.0007943282347242797	0.0006309573444801917	0.0005011872336272709	0.0003981071705534961	0.00031622776601683696	0.0002511886431509572	0.00019952623149688728	0.00015848931924611077	0.00012589254117941623	9.999999999999958e-05	7.94328234724279e-05	6.309573444801917e-05	5.011872336272715e-05	3.9810717055349695e-05	3.9810717055349695e-05
0	0.17	0.0835	0.165	0.1283	0.0974	0.1008	0.0955	0.1258	0.101	0.1574	0.329	0.3011	0.3961	0.5038	0.6569	0.6885	0.8676	0.9482	0.9205	0.9346	0.9292	0.9752	0.9785	0.9731	0.9639	0.9718	0.9623	0.9803	0.977	0.9815	0.981	0.9819	0.9828	0.981	0.9829	0.9818	0.9816	0.9815	0.983	0.9824	0.9824	0.9823	0.9822	0.9825	0.9827	0.9827
1	0.17	0.1009	0.0989	0.1503	0.1166	0.0963	0.0885	0.0982	0.1902	0.201	0.3978	0.321	0.3309	0.5548	0.7495	0.79	0.8795	0.9394	0.9639	0.8801	0.9614	0.9728	0.9579	0.9711	0.977	0.9723	0.9806	0.9801	0.9801	0.9782	0.9822	0.9804	0.9806	0.9829	0.9826	0.982	0.9824	0.982	0.983	0.9824	0.9829	0.9831	0.9825	0.9828	0.9826	0.9828
2	0.1701	0.1238	0.1009	0.1246	0.1009	0.1591	0.1036	0.1117	0.2393	0.4406	0.2418	0.2429	0.5043	0.7311	0.7286	0.8608	0.9602	0.9393	0.9646	0.9587	0.9656	0.9632	0.965	0.9739	0.9773	0.9793	0.9805	0.9804	0.9799	0.9805	0.9824	0.9824	0.9824	0.9824	0.9826	0.9825	0.9824	0.9821	0.9826	0.9827	0.9821	0.9828	0.9822	0.9828	0.9827	0.9824
3	0.1699	0.101	0.0978	0.1208	0.1032	0.0987	0.0809	0.1247	0.1743	0.2617	0.144	0.3775	0.4898	0.611	0.8341	0.9403	0.7746	0.9249	0.9459	0.9564	0.9679	0.9698	0.9739	0.9584	0.9719	0.977	0.9791	0.9822	0.9786	0.9812	0.9823	0.9817	0.982	0.9794	0.9819	0.9826	0.9808	0.9825	0.9824	0.9832	0.9823	0.9828	0.9823	0.9829	0.9829	0.9826
4	0.1697	0.0991	0.1447	0.1687	0.0833	0.0598	0.1587	0.0994	0.1905	0.1952	0.359	0.2335	0.6925	0.6462	0.8638	0.9281	0.7747	0.9468	0.9289	0.9261	0.9663	0.976	0.9714	0.9726	0.9752	0.9781	0.9662	0.9793	0.98	0.9816	0.9814	0.9814	0.9813	0.9823	0.9807	0.9828	0.9808	0.9833	0.9822	0.9825	0.9831	0.9833	0.982	0.9831	0.9829	0.9831
5	0.1696	0.0958	0.0911	0.1028	0.101	0.1034	0.131	0.1355	0.2029	0.1868	0.3559	0.6628	0.5698	0.7789	0.797	0.8885	0.9025	0.8781	0.8271	0.9505	0.9569	0.9771	0.9714	0.9755	0.9747	0.9818	0.9724	0.9779	0.9816	0.9814	0.9799	0.9824	0.9825	0.9818	0.9831	0.9818	0.9824	0.9819	0.983	0.9821	0.9823	0.9827	0.9827	0.9829	0.9827	0.9825
6	0.1688	0.0753	0.0958	0.1002	0.0895	0.1007	0.1099	0.1705	0.1206	0.2883	0.2852	0.5483	0.5145	0.3893	0.6028	0.8528	0.8316	0.9422	0.8612	0.9646	0.9696	0.9781	0.9695	0.9751	0.9754	0.9798	0.98	0.9805	0.9796	0.9802	0.9807	0.9824	0.9821	0.9802	0.9825	0.9825	0.9824	0.9829	0.9813	0.9825	0.9827	0.9831	0.9817	0.9827	0.9827	0.9829
7	0.1704	0.1014	0.1001	0.1031	0.0958	0.1008	0.1169	0.0891	0.1497	0.0892	0.2541	0.4905	0.6667	0.7988	0.7004	0.8935	0.8912	0.9344	0.9552	0.956	0.9711	0.9773	0.9629	0.9764	0.9782	0.9746	0.979	0.9732	0.9791	0.9776	0.9814	0.9811	0.9819	0.9823	0.9803	0.9831	0.9824	0.9828	0.9824	0.9828	0.9826	0.9818	0.9823	0.9828	0.9832	0.9828
8	0.1688	0.0896	0.1185	0.1005	0.1998	0.0758	0.0902	0.0982	0.2008	0.1886	0.4099	0.6065	0.6295	0.6857	0.7075	0.8577	0.8509	0.8682	0.8997	0.9623	0.9625	0.9801	0.9642	0.9693	0.9622	0.9802	0.9823	0.9798	0.9762	0.981	0.9789	0.9801	0.9828	0.9825	0.9825	0.983	0.9811	0.9822	0.9826	0.9822	0.9825	0.9827	0.9825	0.983	0.9829	0.9827
9	0.1678	0.1413	0.1563	0.0995	0.0782	0.113	0.1087	0.1099	0.2648	0.1067	0.1174	0.4525	0.5724	0.444	0.8147	0.7157	0.7751	0.8868	0.8634	0.8957	0.9582	0.9649	0.9762	0.976	0.9778	0.978	0.9804	0.978	0.9803	0.9815	0.9815	0.9749	0.9813	0.9804	0.9816	0.9821	0.9809	0.983	0.9822	0.9825	0.9818	0.9826	0.9825	0.9825	0.9828	0.9828
10	0.1379	0.1209	0.0814	0.1001	0.1032	0.1082	0.1163	0.1022	0.2375	0.1342	0.3569	0.2943	0.5306	0.6549	0.7237	0.8132	0.9135	0.9338	0.9604	0.9691	0.97	0.9753	0.9701	0.9531	0.9708	0.9752	0.9772	0.9788	0.9796	0.9804	0.9822	0.9825	0.982	0.9824	0.9825	0.9824	0.9825	0.9824	0.9827	0.9828	0.9828	0.983	0.9824	0.9812	0.9821	0.9826
11	0.1475	0.1257	0.0523	0.1026	0.1033	0.1343	0.0939	0.1506	0.1224	0.1563	0.2294	0.4811	0.599	0.4087	0.6553	0.6462	0.942	0.8687	0.954	0.9332	0.9637	0.9636	0.97	0.9753	0.9792	0.9718	0.9797	0.981	0.9769	0.9805	0.9805	0.9767	0.982	0.9827	0.9822	0.9819	0.9824	0.9823	0.9829	0.9826	0.9826	0.9824	0.9828	0.9831	0.9827	0.9824
12	0.1188	0.0958	0.0959	0.075	0.0778	0.1161	0.1163	0.1071	0.1805	0.2095	0.22	0.2138	0.4512	0.6787	0.8379	0.7971	0.9388	0.9044	0.9395	0.9462	0.9561	0.9742	0.973	0.9771	0.9737	0.9808	0.9791	0.983	0.9762	0.9821	0.9819	0.9801	0.9802	0.9817	0.9824	0.9825	0.9829	0.9813	0.9822	0.9829	0.9827	0.9828	0.9827	0.9829	0.983	0.9826
